Country Name,Country Code,Series Name,Series Code,1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Argentina,ARG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.608,70.631,72.626,74.274,75.771,75.957,76.466,76.784,76.117,73.752,73.396,73.031,72.536,71.527,70.728,70.333,69.963,70.928,71.979,72.151,72.502,73.516,72.81,71.39,70.424,69.307,68.268,66.54,64,63.078,60.281,62.62,64.877,64.07,66.424,66.149,66.695,67.064,68.264,68.719,69.167,67.791,65.395,61.852,57.783,51.029,46.153,39.866,39.065,..
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,11.9525224881086,10.2308377488651,6.5839104917193,8.15217071197931,8.0871421139688,7.5044274778029,7.79627735939132,6.35350500487903,6.47552296063439,9.59615604621897,8.65832496118367,8.3459768371011,7.63430725730443,7.80040264019792,8.09435846444628,8.97786821775225,9.61606509643166,8.12367620787488,6.71649176009431,5.99078709147934,5.13682648211779,5.08266800031075,5.351464616273,5.61086611323361,5.22197210944516,5.25272256987622,4.45782610229152,4.67991094417297,4.56858960891786,10.2066467144411,10.328166939117,8.36248661002826,7.93875427420938,6.93557229126392,7.45235394606923,7.3189545972436,5.2736234689014,7.13216745078964,6.99873377022519,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.26456582010254,5.23162237725058,4.53787889681146,5.3185559967348,6.35703367575527,7.30630885522762,6.63989827840203
Argentina,ARG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,9.45205479452055,9.46970620044521,9.48735760633562,9.50500901226027,9.52266041818493,9.54031182407534,9.55796323,9.57561463589041,9.59336697907534,9.61091744773973,9.62869502523973,9.6462202595548,9.66387166547945,9.68168709445206,9.69911139150685,9.71682588318493,9.73447728910959,9.75212869503425,9.76978010092466,9.78743150684931,9.90985787671233,10.0322842465753,10.1547106164384,10.2771369863014,10.3995633561644,10.6275077833219,10.8554522104452,11.0833966376027,11.3113410647603,11.5392854919178,11.7672299190411,11.9951743461986,12.2231187733562,12.4510632005137,12.679007627637,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,12.9075342465753,..,..
Argentina,ARG,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.9,..,95.8,..,..,98.5,..,97.2,97.5,97.5,99.1,98.4,98.9,98.7,99.1,99.1,99.4,99.4,94.8,97.9,95,97.1,98.2,97,99.6,99.6,98.4,93.9,99.5,99.6,98.8,..,..
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.07356315436491,3.1990381855872,3.21497210834572,3.24024222946087,3.24482839246807,3.23030803714634,3.4627891850664,3.52129780315044,3.6615567575534,3.66960102153625,3.56791849018313,3.34187706655833,3.10048866797723,3.33489087930132,3.65608487008491,3.73671686472615,3.92426184145235,4.08315143871477,4.15237520977984,3.84834822677955,4.09984413971278,4.28102814513,4.26411100150765,4.34225013023383,4.20911189491323,4.30191380564475,4.20181586904703,4.07011168693629,3.97565074444479,3.74202981162433,3.4056175404138,..,..
Argentina,ARG,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.4,..,..,..,..,..,..,70.1,..,..
Argentina,ARG,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,27.4901879012225,30.371312312636,28.7594771456156,20.3441509421658,26.4137652814314,29.3715442265546,31.2808593286715,32.9601091605569,48.4498895498259,45.9987644434275,46.2096995159375,41.748912658676,32.5730009425071,32.8696858004227,47.5856773657119,42.6744673245575,80.0556763398612,32.4207077674654,22.7990352906324,22.4785777565544,25.9935337266753,26.5787635954009,27.8679507463713,28.2203103254734,30.3761991265421,32.502843552354,35.5044239797124,34.4516920194227,37.2433637548649,62.4210861219528,50.6278207919725,41.8949109861802,34.940798126021,28.168600324333,25.8325151090984,21.961534168157,25.6637910223591,25.3323186486328,26.4659610716203,30.6012215884466,33.1873915714789,34.4321395694616,40.4276279370297,37.9322482578709,38.8683983871173,..,..,..,..,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,963.646417901929,993.722768400826,1011.61103462967,1031.4847816056,1079.63006358516,1089.98998420437,1212.18233641121,1237.93912128481,1192.00801790295,1203.30831474532,1254.24067021916,1296.65274066137,1285.8604676471,1328.23490943865,1412.39621298422,1451.30484589972,1319.63280464081,1303.2185490521,1346.50272219976,1408.74042269362,1494.39096441557,1572.83418311901,1643.33025907605,1721.13868568752,1839.82168178548,1958.03875424179,2023.46157948029,2077.53957335771,2108.99040202059,2003.66751741611,2169.48754386443,2282.82256318506,2397.48653338231,2362.85310598862,2443.84413515149,2759.51327028767,2716.59821526407,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..,..,..
Argentina,ARG,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1422.37328715057,1426.51634275129,1388.74493064072,1414.7309780958,1429.33059267539,1433.83778477964,1489.9693062686,1491.92124561946,1434.06144120295,1420.02838456438,1423.68097340459,1452.1249641788,1365.23304037704,1426.58244224417,1482.24915239409,1509.79189791154,1445.86486763598,1411.35746968601,1434.3241990828,1487.61907258592,1471.83130339105,1544.76057894447,1546.50812350788,1583.49370638555,1614.73000410906,1650.72610902792,1659.76805574415,1660.52009057054,1562.31178709416,1502.20934243469,1590.84132143851,1720.3112556181,1712.85349015617,1844.2651618793,1849.45279643745,1928.32659888375,1856.09639267081,1928.65235658729,1952.05105293095,1936.80353979442,1967.02167752077,2029.92282543737,..,..,..,..,..,..,..,..
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.61266772119213,6.9025707976099,5.82405179865594,9.17538829640174,9.61589241271337,8.60838993811478,6.5109154667574,5.06197268111518,6.92104948030999,9.09049307859513,9.15152068682072,7.5898953117888,11.7360980207352,8.16197754429543,7.87320581340031,9.53161297293404,13.0584089085641,10.3595365925264,7.67504334832217,6.5981874720374,6.90935153370832,7.52994872591672,9.68041025959015,10.4285967560139,10.5608501019262,10.4155819610919,9.82717451494235,10.9863752325576,11.5790080825317,28.3825969991682,25.9309429264224,23.8476194239892,23.2458767338576,23.0266946038115,22.6627503115066,22.0609003826242,19.5609850560818,18.9338234053709,18.4492091453155,16.2378594620246,14.6171733884386,14.4054785893756,10.7056520504538,12.5270951690009,11.3202833596733,14.4366857499034,17.9248783778462,16.6054144372484,17.9965879441795,16.2995616770379
